	Unnamed: 0	key	question	options
17	19	HELPHURTA_W29	Thinking about your work life, has the growing number of immigrants working in this country done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?	"['Has done more to help my job or career', 'Has done more to hurt my job or career', ""Hasn't made much of a difference"", 'Refused']"
18	20	HELPHURTB_W29	Thinking about your work life, has more women in the workforce done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?	"['Has done more to help my job or career', 'Has done more to hurt my job or career', ""Hasn't made much of a difference"", 'Refused']"
19	21	HELPHURTC_W29	Thinking about your work life, has a growing emphasis on diversity in the workplace done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?	"['Has done more to help my job or career', 'Has done more to hurt my job or career', ""Hasn't made much of a difference"", 'Refused']"
20	22	HELPHURTD_W29	Thinking about your work life, has increased outsourcing of jobs to other countries done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?	"['Has done more to help my job or career', 'Has done more to hurt my job or career', ""Hasn't made much of a difference"", 'Refused']"
21	23	HELPHURTE_W29	Thinking about your work life, has automation of jobs through new technology in the workplace done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?	"['Has done more to help my job or career', 'Has done more to hurt my job or career', ""Hasn't made much of a difference"", 'Refused']"
22	24	HELPHURTF_W29	Thinking about your work life, has more foreign-made products being sold in the U.S. done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?	"['Has done more to help my job or career', 'Has done more to hurt my job or career', ""Hasn't made much of a difference"", 'Refused']"
23	25	HELPHURTG_W29	Thinking about your work life, has more U.S.-made products being sold in other countries done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?	"['Has done more to help my job or career', 'Has done more to hurt my job or career', ""Hasn't made much of a difference"", 'Refused']"
24	26	TRANSGEND1_W29	Which statement comes closer to your views, even if neither is exactly right?	['Whether someone is a man or a woman is determined by the sex they were assigned at birth', 'Someone can be a man or a woman even if that is different from the sex they were assigned at birth', 'Refused']
25	27	SEENMASC_W29	On a different topic how important is it to you, personally, to be seen by others as manly or masculine?	['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']
26	28	SEENFEM_W29	On a different topic how important is it to you, personally, to be seen by others as womanly or feminine?	['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']
27	29	MAN1A_W29	In general, how much pressure, if any, do you think men face in our country these days to be interested in sports?	['A lot', 'Some', 'Not too much', 'None at all', 'Refused']
28	30	MAN1B_W29	In general, how much pressure, if any, do you think men face in our country these days to have many sexual partners?	['A lot', 'Some', 'Not too much', 'None at all', 'Refused']
29	31	MAN1C_W29	In general, how much pressure, if any, do you think men face in our country these days to join in when other men are talking about women in a sexual way?	['A lot', 'Some', 'Not too much', 'None at all', 'Refused']
30	32	MAN1D_W29	In general, how much pressure, if any, do you think men face in our country these days to be willing to throw a punch if provoked?	['A lot', 'Some', 'Not too much', 'None at all', 'Refused']
31	33	MAN1E_W29	In general, how much pressure, if any, do you think men face in our country these days to be emotionally strong?	['A lot', 'Some', 'Not too much', 'None at all', 'Refused']
32	34	MESUM1_FA_W29	How well, if at all, do the following words or phrases describe you? Honor and duty are my core values	['Describes me well', 'Does not describe me well', 'Refused']
33	35	MESUM1_FB_W29	How well, if at all, do the following words or phrases describe you? Compassion and helping others are my core values	['Describes me well', 'Does not describe me well', 'Refused']
34	36	MESUM1_FC_W29	How well, if at all, do the following words or phrases describe you? Willing to work with people I disagree with	['Describes me well', 'Does not describe me well', 'Refused']
35	37	MESUM1_FD_W29	How well, if at all, do the following words or phrases describe you? Blue collar	['Describes me well', 'Does not describe me well', 'Refused']
36	38	MESUM1_FE_W29	How well, if at all, do the following words or phrases describe you? Focused on my professional life and career	['Describes me well', 'Does not describe me well', 'Refused']
37	39	MESUM1_FF_W29	How well, if at all, do the following words or phrases describe you? Interested in visiting other countries	['Describes me well', 'Does not describe me well', 'Refused']
38	40	MESUM2_FA_W29	How well, if at all, do the following words or phrases describe you? Environmentalist	['Describes me well', 'Does not describe me well', 'Refused']
39	41	MESUM2_FB_W29	How well, if at all, do the following words or phrases describe you? Have traditional values	['Describes me well', 'Does not describe me well', 'Refused']
40	42	MESUM2_FC_W29	How well, if at all, do the following words or phrases describe you? Supporter of the National Rifle Association NRA	['Describes me well', 'Does not describe me well', 'Refused']
41	43	MESUM2_FD_W29	How well, if at all, do the following words or phrases describe you? Supporter of the Black Lives Matter movement	['Describes me well', 'Does not describe me well', 'Refused']
42	44	MESUM2_FE_W29	How well, if at all, do the following words or phrases describe you? Supporter of rights for lesbian, gay, bisexual and transgender LGBT people	['Describes me well', 'Does not describe me well', 'Refused']
43	45	MESUM2_FF_W29	How well, if at all, do the following words or phrases describe you? Consider myself a feminist	['Describes me well', 'Does not describe me well', 'Refused']
44	46	TRANSGEND2_W29	Thinking about the people you know, including yourself, do you personally know anyone who is transgender, or not?	['Yes', 'No', 'Refused']
45	47	TRANSGEND3_W29	Which of the following statements comes closer to your feelings?	['Our society has gone too far in accepting people who are transgender', 'Our society has not gone far enough in accepting people who are transgender', 'Our society has been about right when it comes to accepting people who are transgender', 'Refused']
46	48	TRAITSA_W29	How well, if at all, do the following words or phrases describe you? Intelligent	['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']
47	49	TRAITSB_W29	How well, if at all, do the following words or phrases describe you? Physically attractive	['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']
48	50	TRAITSC_W29	How well, if at all, do the following words or phrases describe you? Nurturing	['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']
49	51	TRAITSD_W29	How well, if at all, do the following words or phrases describe you? Assertive	['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']
50	52	TRAITSE_W29	How well, if at all, do the following words or phrases describe you? Physically strong	['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']
51	53	TRAITSF_W29	How well, if at all, do the following words or phrases describe you? Sensitive	['Very well', 'Somewhat well', 'Not too well', 'Not at all well', 'Refused']
52	54	BOYSF1A_W29	When it comes to raising boys, would you say there is too much emphasis or too little emphasis on encouraging boys to be leaders these days, or is it about right?	['Too much emphasis', 'Too little emphasis', 'About right', 'Refused']
53	55	BOYSF1B_W29	When it comes to raising boys, would you say there is too much emphasis or too little emphasis on encouraging boys to talk about their feelings when they are sad or upset these days, or is it about right?	['Too much emphasis', 'Too little emphasis', 'About right', 'Refused']
54	56	BOYSF1C_W29	When it comes to raising boys, would you say there is too much emphasis or too little emphasis on encouraging boys to stand up for themselves these days, or is it about right?	['Too much emphasis', 'Too little emphasis', 'About right', 'Refused']
55	57	BOYSF1D_W29	When it comes to raising boys, would you say there is too much emphasis or too little emphasis on encouraging boys to do well in school these days, or is it about right?	['Too much emphasis', 'Too little emphasis', 'About right', 'Refused']
56	58	GIRLSF2A_W29	When it comes to raising girls, would you say there is too much emphasis or too little emphasis on encouraging girls to be leaders these days, or is it about right?	['Too much emphasis', 'Too little emphasis', 'About right', 'Refused']
57	59	GIRLSF2B_W29	When it comes to raising girls, would you say there is too much emphasis or too little emphasis on encouraging girls to talk about their feelings when they are sad or upset these days, or is it about right?	['Too much emphasis', 'Too little emphasis', 'About right', 'Refused']
58	60	GIRLSF2C_W29	When it comes to raising girls, would you say there is too much emphasis or too little emphasis on encouraging girls to stand up for themselves these days, or is it about right?	['Too much emphasis', 'Too little emphasis', 'About right', 'Refused']
59	61	GIRLSF2D_W29	When it comes to raising girls, would you say there is too much emphasis or too little emphasis on encouraging girls to do well in school these days, or is it about right?	['Too much emphasis', 'Too little emphasis', 'About right', 'Refused']
60	62	SPOUSESEX_W29	Thinking about your spouse or partner is your spouse or partner of the opposite sex as you or the same sex as you?	['Opposite sex', 'Same sex', 'Refused']
61	63	HOOD_NHISA_W29	How much do you agree or disagree with the following statements about your neighborhood? There are people I can count on in this neighborhood	['Definitely agree', 'Somewhat agree', 'Somewhat disagree', 'Definitely disagree', 'Refused']
62	64	HOOD_NHISB_W29	How much do you agree or disagree with the following statements about your neighborhood? People in this neighborhood can be trusted	['Definitely agree', 'Somewhat agree', 'Somewhat disagree', 'Definitely disagree', 'Refused']
63	65	HOOD_NHISC_W29	How much do you agree or disagree with the following statements about your neighborhood? This is a close-knit neighborhood	['Definitely agree', 'Somewhat agree', 'Somewhat disagree', 'Definitely disagree', 'Refused']
64	66	LOCALELECT_W29	The next question is about local elections, such as for mayor or a school board. Do you	['Always vote in local elections', 'Sometimes vote in local elections', 'Rarely vote in local elections', 'Never vote in local elections', 'Refused']
65	67	PARTICIPATEA_W29	Have you participated in any of these groups during the last 12 months, that is since September 2016? A school group, neighborhood, or community association such as PTA or neighborhood watch group	['Yes', 'No', 'Refused']
66	68	PARTICIPATEB_W29	Have you participated in any of these groups during the last 12 months, that is since September 2016? A service or civic organization such as American Legion or Lions Club	['Yes', 'No', 'Refused']
67	69	PARTICIPATEC_W29	Have you participated in any of these groups during the last 12 months, that is since September 2016? A sports or recreation organization such as a soccer club or tennis club	['Yes', 'No', 'Refused']
68	70	S7_W29	In the last 12 months, that is since September 2016, have you served on a committee or as an officer of any group or organization?	['Yes', 'No', 'Refused']
69	71	S12_W29	In the last 12 months, how often did you eat dinner with any of the other members of your household?	['Basically every day', 'A few times a week', 'A few times a month', 'Once a month', 'Less than once a month', 'Not at all', 'Refused']
70	72	S13_W29	This next question is about friends and family you do not live with. During the last twelve months, how often did you see or hear from friends or family, whether in-person or not?	['Basically every day', 'A few times a week', 'A few times a month', 'Once a month', 'Less than once a month', 'Not at all', 'Refused']
71	73	TALK_CPS_W29	In the last 12 months, how often did you talk with any of your neighbors?	['Basically every day', 'A few times a week', 'A few times a month', 'Once a month', 'Less than once a month', 'Not at all', 'Refused']
72	74	FAVORS_CPS_W29	In the last 12 months, how often did you and your neighbors do favors for each other?	['Basically every day', 'A few times a week', 'A few times a month', 'Once a month', 'Less than once a month', 'Not at all', 'Refused']
73	75	WORRYRET_W29	How worried are you right now about not having enough money for retirement?	['Very worried', 'Moderately worried', 'Not too worried', 'Not worried at all', 'Refused']
74	76	WORRYBILL_W29	How worried are you right now about not having enough to pay your normal monthly bills?	['Very worried', 'Moderately worried', 'Not too worried', 'Not worried at all', 'Refused']
75	77	GOPDIRCT_W29	Thinking about the future of the Republican Party, would you say that you are	['Very optimistic', 'Somewhat optimistic', 'Somewhat pessimistic', 'Very pessimistic', 'Refused']
76	78	DEMDIRCT_W29	Thinking about the future of the Democratic Party, would you say that you are	['Very optimistic', 'Somewhat optimistic', 'Somewhat pessimistic', 'Very pessimistic', 'Refused']
